Ticker,Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
OSCV,Opus Small Cap Value ETF,Equity,"$261,678,000",3.22%,"25,135",$31.89,-0.56%,No,False,5.65%,4.87%,1.10%,12.06%,N/A,"$27,993,477.50",$0.00,"$3,798,487.50","$65,551,840.00","$193,354,965.00","$246,011,412.50",Small Cap Growth Equities,2018-07-18,0.79%,N/A,$0.44,2023-03-29,$0.09,1.36%,14.50,1.00,70,23.38%,40%,20%,1099,$29.54,$31.70,N/A,N/A,60.00,C+,C,N/A,N/A,B+,N/A,4.95,4.65%,23.85%,139.84,6.44%,5.88%
SMB,VanEck Short Muni ETF,Bond,"$260,439,000",0.10%,"118,768",$16.78,0.06%,No,False,0.12%,-0.52%,-0.23%,-0.81%,0.95%,"-$53,671,790.00",$0.00,"-$5,083,260.00","-$111,145,695.00","$72,942,755.00","$60,976,853.85",National Munis,2008-02-22,0.20%,N/A,$0.26,2023-06-01,$0.02,1.56%,0.00,0.08,369,6.83%,40%,20%,1099,$16.67,$16.86,N/A,N/A,48.04,A-,B+,B-,A-,B,B,0.0,N/A,N/A,N/A,N/A,N/A
QVMM,Invesco S&P MidCap 400 QVM Multi-factor ETF,Equity,"$258,367,000",4.85%,"4,911",$23.55,-0.55%,No,False,5.51%,3.70%,1.76%,N/A,N/A,"-$2,804,550.00",$0.00,$0.00,"$57,555,610.00","$258,812,550.00","$258,812,550.00",N/A,2021-06-30,0.15%,N/A,$0.36,2023-03-20,$0.10,1.50%,12.25,0.99,358,6.70%,40%,20%,1099,$21.85,$23.48,$23.55,$23.55,58.66,B,A,B-,C+,A-,N/A,5.87,55.83%,37.00%,153.62,4.35%,7.54%
NUBD,Nuveen ESG U.S. Aggregate Bond ETF,Bond,"$258,283,000",2.26%,"76,597",$22.01,0.55%,No,False,-0.43%,-1.18%,-1.45%,-3.98%,0.61%,"$13,342,300.00","-$6,591,360.00","-$13,280,220.00","$19,800,540.00","$185,530,260.00","$259,871,090.00",Total Bond Market,2017-09-29,0.15%,N/A,$0.66,2023-06-01,$0.06,3.02%,0.00,0.10,1189,13.68%,40%,20%,1099,$21.78,$22.27,N/A,N/A,48.14,B+,A-,N/A,B-,B+,N/A,6.31,79.00%,46.73%,222.13,0.73%,1.27%
FTXN,First Trust Nasdaq Oil & Gas ETF,Equity,"$258,051,000",-4.23%,"990,305",$26.62,-0.41%,No,False,6.23%,4.06%,-12.95%,28.69%,3.21%,"-$864,120,282.50","-$6,488,000.00","-$24,522,750.00","-$852,457,019.50","$95,738,758.00","$95,318,921.00",Energy Equities,2016-09-20,0.60%,N/A,$0.66,2023-03-24,$0.15,2.49%,4.34,1.44,44,57.39%,40%,20%,1099,$24.72,$26.61,$26.31,$26.86,53.92,N/A,C+,N/A,N/A,N/A,N/A,6.28,27.96%,45.88%,427.73,0.00%,0.34%
DIVB,iShares Core Dividend ETF,Equity,"$256,687,000",1.01%,"58,929",$37.30,0.21%,No,False,3.36%,2.21%,-2.68%,11.20%,9.76%,"$7,700,710.65","$1,860,052.50","-$1,773,488.65","$7,776,758.45","$256,028,318.45","$266,374,433.45",All Cap Equities,2017-11-07,0.05%,N/A,$1.01,2023-06-07,$0.26,2.71%,13.52,1.00,415,26.49%,40%,20%,1099,$35.49,$37.09,$37.14,$37.40,57.49,A-,A-,C+,A-,B+,N/A,6.78,54.09%,62.86%,164.63,7.38%,3.60%
CAPE,DoubleLine Shiller CAPE U.S. Equities ETF,Equity,"$256,620,000",12.13%,"31,668",$23.50,0.30%,No,False,3.27%,4.93%,4.86%,N/A,N/A,"$22,972,400.00",$0.00,"$1,791,200.00","$183,008,000.00","$330,978,428.90","$393,994,234.50",Global Equities,2022-03-31,0.65%,N/A,$0.22,2023-04-03,$0.06,0.98%,23.56,1.23,N/A,N/A,40%,20%,1099,$22.02,$23.53,$23.38,$23.57,62.15,A-,B,A,B,C,N/A,6.44,19.54%,50.22%,53.37,9.83%,6.05%
USD,ProShares Ultra Semiconductors,Equity,"$254,751,000",129.23%,"143,368",$37.96,3.24%,No,2x,-1.50%,44.22%,41.63%,34.68%,24.36%,"-$11,355,495.00","$958,150.00","-$7,667,770.00","-$35,754,647.50","$116,443,692.50","$109,057,072.50",Leveraged Equities,2007-01-30,0.95%,N/A,$0.05,2022-12-22,$0.05,0.13%,0.00,2.70,34,86.52%,40%,20%,1099,$22.93,$42.82,N/A,N/A,66.70,B+,B,B-,C+,B,A-,7.86,95.42%,94.70%,37.59,0.00%,12.52%
USMF,WisdomTree US Multifactor Fund,Equity,"$254,142,000",0.58%,"28,206",$37.71,0.21%,No,False,3.08%,1.63%,-2.53%,8.58%,6.84%,"$4,443,487.50",$0.00,"-$928,332.50","$46,135,812.50","$95,412,220.00","$232,998,895.00",All Cap Equities,2017-06-29,0.28%,N/A,$0.63,2023-03-27,$0.10,1.68%,12.49,0.91,201,12.67%,40%,20%,1099,$36.30,$37.67,$37.61,$37.76,56.62,B+,A-,A-,A-,B,N/A,6.41,17.22%,49.35%,127.68,5.77%,5.02%
IBD,Inspire Corporate Bond ETF,Bond,"$253,550,000",1.57%,"82,352",$23.13,0.39%,No,False,-0.58%,-0.92%,0.26%,-2.33%,0.86%,"$34,564,000.00","$4,646,000.00","$6,964,000.00","$33,505,000.00","$155,802,000.00","$237,863,000.00",Corporate Bonds,2017-07-10,0.44%,N/A,$0.57,2023-05-26,$0.07,2.46%,0.00,0.19,249,14.58%,40%,20%,1099,$22.94,$23.38,N/A,N/A,48.78,B,C,B-,B+,C+,N/A,6.28,77.58%,45.85%,343.17,4.59%,11.39%
FNY,First Trust Mid Cap Growth AlphaDEX Fund,Equity,"$253,445,000",11.05%,"13,048",$62.53,-0.08%,No,False,5.37%,5.74%,0.57%,9.64%,7.44%,"-$15,076,900.00","-$3,058,500.00","-$6,036,250.00","-$27,252,350.00","-$149,525,950.00","-$48,258,950.00",Mid Cap Growth Equities,2011-04-19,0.77%,N/A,$0.22,2023-03-24,$0.08,0.35%,12.89,1.13,226,9.64%,40%,20%,1099,$57.47,$62.15,N/A,N/A,62.91,B+,C,B+,C+,C+,B-,5.72,46.39%,33.90%,196.89,7.32%,5.18%
URTY,ProShares UltraPro Russell2000,Equity,"$252,682,000",11.14%,"877,205",$41.63,-1.40%,No,3x,19.39%,19.97%,-23.26%,2.56%,-16.17%,"-$3,510,700.00","-$8,065,890.00","$5,085,545.00","-$7,299,130.00","-$71,372,970.00","$15,115,400.00",Leveraged Equities,2010-02-11,0.95%,N/A,$0.15,2023-03-22,$0.04,0.36%,0.00,3.41,1902,23.08%,40%,20%,1099,$31.22,$40.72,$40.74,$42.41,60.55,B+,A,C+,C+,B+,A,5.19,10.46%,26.78%,150.75,1.85%,4.73%
OUSM,ALPS O'Shares US Small-Cap Quality Dividend ETF,Equity,"$252,130,000",7.38%,"48,482",$35.81,-0.25%,No,False,4.45%,2.32%,8.54%,12.15%,7.52%,"$61,667,000.00","$5,193,250.00","$13,804,500.00","$73,315,500.00","$116,925,650.00","$79,737,520.00",Small Cap Blend Equities,2016-12-30,0.48%,N/A,$0.69,2023-05-25,$0.06,1.93%,0.04,1.08,118,23.37%,40%,20%,1099,$33.86,$35.59,N/A,N/A,58.16,B,B,A,A,A,N/A,5.91,5.03%,37.77%,102.86,1.52%,4.55%
FOCT,FT Cboe Vest U.S. Equity Buffer ETF- October,Equity,"$251,828,000",10.60%,"45,617",$36.51,0.61%,No,False,1.61%,3.39%,10.24%,N/A,N/A,"-$70,629,900.00","-$6,282,275.00","-$1,838,900.00","$68,621,500.00","$225,140,050.00","$225,140,050.00",Volatility Hedged Equity,2020-10-16,0.85%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.61,2,100.00%,40%,20%,1099,$34.87,$36.60,N/A,N/A,63.27,B+,C+,N/A,A-,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EDEN,iShares MSCI Denmark ETF,Equity,"$251,711,000",11.67%,"19,771",$106.47,1.00%,No,False,1.41%,-1.22%,15.61%,14.38%,11.89%,"$21,480,050.00",$0.00,"$5,550,875.00","$74,866,055.00","$158,046,090.00","$140,280,245.00",Europe Equities,2012-01-25,0.53%,N/A,$1.91,2023-06-07,$1.82,1.79%,11.61,0.88,49,61.17%,40%,20%,1099,$103.07,$110.53,$106.01,$106.73,51.33,B-,B-,B-,B,B-,B-,8.1,70.28%,97.89%,80.2,5.89%,38.81%
RFG,Invesco S&P MidCap 400® Pure Growth ETF,Equity,"$251,093,000",6.25%,"1,709",$189.65,-0.28%,No,False,5.65%,5.17%,1.58%,7.45%,3.22%,"-$16,622,760.00",$0.00,"-$1,781,050.00","-$26,350,080.00","-$134,008,660.00","-$383,701,860.00",Mid Cap Growth Equities,2006-03-01,0.35%,Charles Schwab,$1.77,2023-03-20,$0.57,0.93%,9.13,1.17,78,25.09%,40%,20%,1099,$177.18,$189.12,$189.02,$189.97,60.06,C+,B-,C,B-,C+,C,5.9,60.83%,37.57%,232.96,1.80%,9.70%
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,Multi-Asset,"$250,901,000",-5.11%,"26,606",$33.07,0.33%,No,False,2.13%,1.63%,-9.36%,10.93%,3.78%,"-$2,496,717.00",$0.00,"-$6,471,231.00","$32,772,144.50","-$53,675,540.50","-$278,004,074.00",Hedge Fund,2016-03-17,0.88%,N/A,$0.61,2023-03-24,$0.15,1.86%,0.11,0.80,7,100.00%,40%,20%,1099,$31.98,$32.96,N/A,N/A,56.39,B+,B,B+,C+,C+,N/A,6.62,0.00%,56.35%,273.87,7.92%,4.96%
IGEB,iShares Investment Grade Bond Factor ETF,Bond,"$250,744,000",3.24%,"28,037",$43.90,0.57%,No,False,-0.37%,-0.81%,0.33%,-2.59%,2.46%,"$60,180,280.00","$2,191,595.00","$2,191,595.00","$102,029,185.00","$165,725,865.00","$238,260,830.00",Corporate Bonds,2017-07-11,0.18%,N/A,$1.81,2023-06-01,$0.18,4.12%,0.00,0.29,412,5.80%,40%,20%,1099,$43.39,$44.31,N/A,N/A,49.50,B-,B-,A,B-,A,N/A,6.43,85.77%,49.77%,405.19,12.84%,4.13%
USDU,WisdomTree Bloomberg U.S. Dollar Bullish Fund,Currency,"$248,416,000",1.38%,"326,760",$26.41,-0.49%,No,False,-0.19%,1.73%,3.84%,1.58%,2.53%,"-$99,213,555.00","$7,952,470.00","-$7,903,085.00","-$37,427,160.00","$216,489,675.00","$234,089,495.00",Currency,2013-12-18,0.50%,2 Platforms,$2.04,2022-12-23,$0.28,7.67%,0.00,-0.18,6,100.00%,40%,20%,1099,$26.13,$26.78,$26.38,$26.47,52.54,N/A,B,N/A,N/A,N/A,N/A,5.72,0.00%,34.48%,0.0,0.00%,0.00%
PBE,Invesco Dynamic Biotechnology & Genome ETF,Equity,"$248,379,000",-0.91%,"5,500",$62.92,0.54%,No,False,3.28%,-0.44%,9.16%,3.58%,3.52%,"$1,366,360.00",$0.00,"-$1,229,320.00","$8,588,250.00","-$7,418,230.00","-$35,331,230.00",Health & Biotech Equities,2005-06-23,0.59%,N/A,$0.00,2020-03-23,$0.03,0.00%,118.60,0.87,31,45.54%,40%,20%,1099,$59.99,$63.73,$62.68,$63.11,52.77,B,B-,B+,B-,C,C+,5.34,26.34%,28.63%,30.45,0.00%,40.61%
HAPI,Harbor Corporate Culture ETF,Equity,"$248,026,000",15.75%,375,$25.15,0.68%,No,False,1.66%,4.83%,N/A,N/A,N/A,"$1,556,250.00",$0.00,$0.00,"$214,932,750.00","$214,932,750.00","$214,932,750.00",Large Cap Blend Equities,2022-10-12,0.36%,N/A,$0.06,2022-12-23,$0.06,0.26%,23.80,-0.99,151,42.22%,N/A,N/A,N/A,$23.76,$25.32,$25.08,$25.18,63.89,N/A,B,N/A,N/A,N/A,N/A,6.63,36.67%,56.57%,131.84,10.14%,8.09%
HLAL,Wahed FTSE USA Shariah ETF,Equity,"$247,262,000",17.21%,"41,966",$41.17,0.64%,No,False,1.23%,4.25%,7.87%,15.93%,N/A,"$28,645,387.50","$1,021,742.50","$4,014,392.50","$62,881,797.50","$171,837,382.50","$205,268,127.50",Large Cap Growth Equities,2019-07-16,0.50%,N/A,$0.40,2023-03-29,$0.10,0.97%,0.05,1.05,223,50.37%,40%,20%,1099,$39.06,$41.46,N/A,N/A,64.33,B-,B-,N/A,B+,B,N/A,6.64,38.65%,57.03%,90.48,0.48%,7.12%
SMIG,AAM Bahl & Gaynor Small/Mid Cap Income Growth ETF,Equity,"$246,734,000",4.50%,"54,802",$23.49,-0.21%,No,False,4.82%,2.13%,2.26%,N/A,N/A,"$74,545,663.00","$3,201,896.00","$14,231,023.00","$158,719,657.00","$240,789,688.00","$240,789,688.00",Mid Cap Blend Equities,2021-08-25,0.60%,N/A,$0.46,2023-05-26,$0.04,1.97%,14.66,0.83,47,38.68%,40%,20%,1099,$22.01,$23.35,N/A,N/A,58.43,A-,B-,A-,B+,A-,N/A,5.59,3.46%,31.95%,192.36,3.87%,2.88%
DOG,ProShares Short Dow30,Equity,"$246,540,000",-0.24%,"755,963",$33.06,-0.45%,Yes,-1x,-2.19%,-0.15%,-1.95%,-10.11%,-9.94%,"-$40,402,882.74","-$8,271,075.00","$6,939,180.00","$6,017,853.30","-$45,558,036.12","$280,411,078.88",Inverse Equities,2006-06-19,0.95%,N/A,$0.33,2023-03-22,$0.20,1.00%,0.00,-0.88,5,100.00%,40%,20%,1099,$33.00,$34.15,$32.97,$33.20,45.23,A,B-,A-,A+,B,A-,0.0,N/A,N/A,N/A,N/A,N/A
SPUS,SP Funds S&P 500 Sharia Industry Exclusions ETF,Equity,"$245,922,000",20.72%,"41,675",$30.92,0.82%,No,False,1.01%,5.33%,11.34%,15.16%,N/A,"$38,941,370.00","$772,752.50","$9,025,875.00","$74,748,377.50","$193,602,855.00","$217,913,800.00",Large Cap Growth Equities,2019-12-18,0.49%,N/A,$0.31,2023-05-25,$0.03,1.02%,0.03,0.99,209,47.02%,40%,20%,1099,$28.98,$31.27,N/A,N/A,65.71,B,B-,N/A,B-,B+,N/A,6.86,72.12%,65.92%,72.77,0.22%,9.45%
JMOM,JPMorgan U.S. Momentum Factor ETF,Equity,"$243,900,000",8.52%,"20,409",$40.78,0.30%,No,False,2.08%,3.97%,3.85%,10.15%,9.45%,"$36,500.00",$0.00,"-$1,957,500.00","$1,576,000.00","$109,885,000.00","$174,615,500.00",Large Cap Growth Equities,2017-11-08,0.12%,N/A,$0.56,2023-03-21,$0.12,1.38%,16.42,1.00,303,18.46%,40%,20%,1099,$38.64,$40.88,$40.61,$40.88,60.77,B,A-,B-,B-,B,N/A,6.69,53.75%,59.52%,132.58,7.19%,7.58%
CSML,IQ Chaikin U.S. Small Cap ETF,Equity,"$243,690,000",3.49%,"22,349",$32.84,-0.67%,No,False,6.87%,8.02%,0.65%,13.61%,3.48%,"-$13,543,809.75","-$826,067.00","-$17,101,329.50","$39,907,798.25","$66,316,255.75","-$242,386,416.21",Small Cap Blend Equities,2017-05-16,0.35%,N/A,$0.47,2023-03-31,$0.15,1.42%,12.00,1.21,503,3.04%,40%,20%,1099,$29.41,$32.69,N/A,N/A,61.16,B+,A-,B+,C+,C+,N/A,5.03,6.67%,24.67%,123.69,3.61%,7.35%
EQWL,Invesco S&P 100 Equal Weight ETF,Equity,"$243,466,000",7.15%,"32,755",$79.75,0.54%,No,False,2.62%,2.83%,5.09%,12.20%,10.46%,"$86,819,540.00","$7,024,470.00","$9,337,040.00","$115,595,190.00","$157,623,250.00","$151,743,300.00",Large Cap Blend Equities,2006-12-01,0.25%,N/A,$1.61,2023-03-20,$0.44,2.04%,15.11,0.98,102,13.01%,40%,20%,1099,$75.76,$79.57,$79.43,$79.95,60.72,C+,A-,B-,B-,B+,B,6.63,37.04%,56.65%,158.65,12.96%,4.15%
VSDA,VictoryShares Dividend Accelerator ETF,Equity,"$242,445,000",1.13%,"18,928",$44.92,0.02%,No,False,3.08%,-1.00%,3.22%,10.60%,11.69%,"$36,030,475.00","$6,664,455.00","$8,839,445.00","-$45,817,835.00","-$64,536,080.00","$152,347,620.00",Large Cap Growth Equities,2017-04-18,0.35%,N/A,$0.85,2023-05-10,$0.04,1.89%,20.58,0.86,76,25.54%,40%,20%,1099,$43.16,$45.38,$44.75,$45.01,53.61,B-,B,A-,A,A-,N/A,6.97,79.87%,70.21%,146.42,3.74%,10.26%
RZV,Invesco S&P SmallCap 600® Pure Value ETF,Equity,"$241,938,000",5.09%,"30,088",$92.54,-1.02%,No,False,8.94%,7.17%,-0.63%,21.23%,4.38%,"-$42,775,480.00","-$6,805,680.00","-$29,278,710.00","-$40,004,580.00","$60,085,460.00","$63,796,260.00",Small Cap Value Equities,2006-03-01,0.35%,Charles Schwab,$1.31,2023-03-20,$0.32,1.41%,8.87,1.47,149,18.61%,40%,20%,1099,$82.94,$91.76,N/A,N/A,58.28,C+,B,C+,C+,C,B-,5.56,36.60%,31.57%,155.39,2.56%,6.80%
DFEB,FT Cboe Vest U.S. Equity Deep Buffer ETF - February,Equity,"$240,470,000",4.04%,"44,140",$34.68,0.46%,No,False,1.23%,2.51%,0.26%,4.77%,N/A,"-$100,578,275.00","-$866,850.00","-$22,114,175.00","-$61,302,350.00","-$284,683,650.00","$163,889,150.00",Large Cap Blend Equities,2020-02-21,0.85%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.39,1,0.00%,40%,20%,1099,$33.63,$34.68,$34.54,$34.76,64.93,B+,C,A-,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TACK,Fairlead Tactical Sector ETF,Multi-Asset,"$238,427,000",1.85%,"58,195",$23.76,0.68%,No,False,-0.52%,-1.83%,-2.56%,N/A,N/A,"$49,028,400.00","$4,266,300.00","$9,989,000.00","$144,120,000.00","$171,341,700.00","$171,341,700.00",Diversified Portfolio,2022-03-23,0.76%,N/A,$0.27,2023-03-29,$0.06,1.14%,0.13,-0.55,6,100.00%,40%,20%,1099,$23.51,$24.13,N/A,N/A,45.41,A-,B,N/A,B+,N/A,N/A,5.79,13.51%,35.75%,408.91,0.00%,0.07%
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,Bond,"$237,970,000",2.33%,"15,082",$46.80,0.19%,No,False,-0.57%,-0.96%,0.44%,-1.81%,2.14%,"-$47,710.00",$0.00,$0.00,"$118,155.00","$137,663,360.00","$211,336,920.00",Corporate Bonds,2014-11-12,0.22%,N/A,$1.42,2023-06-01,$0.15,3.03%,0.00,0.19,1101,3.92%,40%,20%,1099,$46.52,$47.29,N/A,N/A,46.93,B-,B-,B+,B+,A-,B,6.49,47.18%,51.77%,184.95,6.73%,3.32%
HYBB,iShares BB Rated Corporate Bond ETF,Bond,"$237,599,000",3.38%,"33,798",$44.62,0.52%,No,False,0.33%,0.16%,2.31%,N/A,N/A,"-$138,424,415.00",$0.00,$0.00,"$80,525,530.00","$234,979,245.00","$234,979,245.00",High Yield Bonds,2020-10-06,0.25%,N/A,$2.69,2023-06-01,$0.23,6.05%,0.00,0.42,887,4.85%,40%,20%,1099,$43.89,$44.69,N/A,N/A,55.15,B+,A,N/A,B-,C,N/A,5.64,3.17%,32.65%,396.5,4.92%,3.22%
QVAL,Alpha Architect U.S. Quantitative Value ETF,Equity,"$236,110,000",5.53%,"25,752",$33.76,-0.74%,No,False,7.69%,3.91%,-4.87%,12.76%,2.79%,"$7,821,656.00","-$6,891,500.00","-$8,144,272.00","$24,812,242.00","$80,965,080.00","$90,350,485.00",All Cap Equities,2014-10-22,0.39%,N/A,$0.77,2023-03-29,$0.18,2.27%,0.07,1.30,52,23.53%,40%,20%,1099,$31.03,$33.64,$33.58,$34.01,56.37,B+,B,C,C+,B-,N/A,5.64,41.67%,32.64%,616.0,1.89%,6.72%
IBTH,iShares iBonds Dec 2027 Term Treasury ETF,Bond,"$236,061,000",1.98%,"77,925",$22.35,0.31%,No,False,-0.51%,-1.53%,-0.54%,-3.50%,N/A,"$78,597,445.00","$1,117,355.00","$7,855,430.00","$197,610,485.00","$227,110,075.00","$236,277,485.00",Government Bonds,2020-02-25,0.07%,N/A,$0.66,2023-06-01,$0.07,2.96%,0.00,0.06,20,64.93%,40%,20%,1099,$22.16,$22.75,$22.33,$22.37,45.87,C,B+,N/A,B+,C+,N/A,5.72,80.14%,34.48%,0.0,0.00%,0.00%
FJUL,FT Cboe Vest U.S. Equity Buffer ETF - July,Volatility,"$235,469,000",9.60%,"27,358",$37.60,0.64%,No,False,1.71%,3.35%,10.25%,N/A,N/A,"$1,289,400.00","-$16,688,250.00","-$13,049,625.00","$65,029,925.00","$189,151,825.00","$189,151,825.00",Volatility Hedged Equity,2020-07-17,0.85%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.59,1,0.00%,40%,20%,1099,$35.90,$37.68,$37.41,$37.69,62.98,A,C+,B,A-,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DGRS,WisdomTree US Smallcap Quality Dividend Growth Fund,Equity,"$234,053,000",6.37%,"15,777",$42.38,-0.61%,No,False,8.05%,6.08%,1.20%,12.26%,5.48%,"$7,963,960.00","$2,085,314.00","$2,878,964.00","$9,887,765.00","$107,456,458.50","$116,417,938.50",Small Cap Blend Equities,2013-07-25,0.38%,2 Platforms,$1.19,2023-05-24,$0.10,2.82%,10.82,1.12,288,14.75%,40%,20%,1099,$38.26,$41.93,N/A,N/A,59.81,B-,B+,A-,C+,A-,N/A,5.04,1.26%,24.82%,203.66,5.81%,4.39%
BUFF,Innovator Laddered Allocation Power Buffer ETF,Equity,"$233,934,000",7.73%,"41,651",$37.06,0.43%,No,False,1.20%,2.72%,8.17%,1.62%,3.25%,"$48,229,000.00","$3,684,000.00","$7,318,500.00","$105,458,000.00","$110,633,500.00","$39,840,264.69",Volatility Hedged Equity,2016-10-20,0.99%,N/A,$0.00,2020-07-15,$0.07,0.00%,0.05,0.67,13,83.44%,40%,20%,1099,$35.73,$37.08,$36.88,$37.17,64.34,A-,C,C,B+,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DFE,WisdomTree Europe SmallCap Dividend Fund,Equity,"$233,298,000",7.04%,"29,115",$58.02,1.17%,No,False,1.93%,-4.15%,-3.75%,7.37%,0.22%,"$36,183,765.00","-$14,401,100.00","-$14,401,100.00","-$1,018,570.00","-$129,102,115.00","-$742,978,410.00",Europe Equities,2006-06-16,0.58%,E*TRADE,$3.53,2023-03-27,$0.52,6.13%,10.22,1.15,296,14.53%,40%,20%,1099,$55.95,$59.72,$57.76,$58.16,48.88,B+,C+,C+,B+,A-,A,7.1,27.89%,75.13%,224.52,1.93%,8.37%
PFIX,Simplify Interest Rate Hedge ETF,Alternatives,"$233,181,000",-8.76%,"103,083",$65.03,-1.47%,No,False,-1.02%,-1.58%,16.75%,N/A,N/A,"-$125,976,375.00",$0.00,$0.00,"-$127,199,950.00","$117,962,675.00","$117,962,675.00",Hedge Fund,2021-05-10,0.50%,N/A,$0.74,2023-05-25,$0.10,1.12%,0.00,-1.09,6,100.00%,40%,20%,1099,$63.67,$68.88,$64.15,$66.28,49.04,A,A-,N/A,C,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
VIXY,ProShares VIX Short-Term Futures ETF,Volatility,"$233,152,000",-50.44%,"9,471,351",$5.64,-2.76%,No,False,-13.50%,-27.69%,-65.82%,-61.09%,-44.62%,"$118,857,962.47","$5,797,730.78","$40,287,797.37","$82,235,901.88","$717,991,822.17","$706,056,560.89",Volatility,2011-01-03,1.05%,N/A,$0.00,N/A,N/A,0.00%,0.00,-3.20,1,100.00%,28%,28%,K-1,$5.71,$8.17,$5.54,$5.79,29.28,A,B+,B,B,N/A,A,0.0,N/A,N/A,N/A,N/A,N/A
QMAR,FT Cboe Vest Nasdaq-100 Buffer ETF - March,Equity,"$232,601,000",24.21%,"159,554",$23.50,0.56%,No,False,0.68%,5.12%,14.58%,N/A,N/A,"$171,340,050.00","$3,506,550.00","$23,027,750.00","$165,197,700.00","$211,605,950.00","$211,605,950.00",N/A,2021-03-19,0.90%,N/A,$0.00,N/A,N/A,0.00%,0.04,0.78,3,99.99%,40%,20%,1099,$22.33,$23.72,N/A,N/A,69.63,A,C,A,B,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FLV,American Century Focused Large Cap Value ETF,Equity,"$232,530,000",0.53%,"9,197",$58.77,0.36%,No,False,3.17%,-0.59%,2.65%,10.65%,N/A,"$12,229,755.50","$2,564,550.00","$5,458,140.00","$13,845,065.00","$120,520,033.50","$194,100,533.00",Large Cap Value Equities,2020-03-31,0.42%,N/A,$2.92,2023-03-23,$0.32,4.98%,16.58,0.72,46,40.34%,40%,20%,1099,$56.69,$59.25,$58.60,$58.89,54.43,B-,B,B-,A-,B,N/A,6.53,25.93%,52.97%,208.83,13.19%,5.37%
SJB,ProShares Short High Yield,Bond,"$230,910,000",-2.01%,"539,011",$18.52,-0.54%,Yes,-1x,-0.43%,0.11%,-0.57%,-2.60%,-3.75%,"-$72,410,500.00","-$5,556,900.00","$3,812,465.00","-$69,170,795.00","$134,248,560.00","$87,484,240.00",Inverse Bonds,2011-03-21,0.95%,N/A,$0.19,2023-03-22,$0.10,1.01%,0.00,-0.43,2,100.00%,40%,20%,1099,$18.47,$18.83,N/A,N/A,46.72,A,C+,C,A,N/A,B,0.0,N/A,N/A,N/A,N/A,N/A
KCCA,KraneShares California Carbon Allowance Strategy ETF,Commodity,"$230,469,000",6.29%,"24,289",$24.69,0.16%,No,False,0.37%,1.81%,-9.65%,N/A,N/A,"-$22,730,616.44","-$50,585.22","$8,036.69","$56,297,380.94","$249,924,700.18","$249,924,700.18",Commodities,2021-10-05,0.78%,N/A,$0.06,2022-12-28,$0.06,0.23%,0.00,0.18,3,100.00%,40%,20%,1099,$24.24,$24.79,$24.59,$24.80,56.55,B,B-,N/A,N/A,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
VLU,SPDR S&P 1500 Value Tilt ETF,Equity,"$229,610,000",4.66%,"7,575",$145.50,0.16%,No,False,3.58%,3.09%,0.92%,13.23%,9.39%,"$4,398,220.88","$1,442,286.85","-$4,147,788.15","-$13,286,067.23","$194,292,766.03","$200,337,795.24",Large Cap Blend Equities,2012-10-24,0.12%,N/A,$3.10,2023-03-20,$0.76,2.13%,12.64,1.02,1489,17.89%,40%,20%,1099,$137.72,$144.98,$144.93,$145.88,60.03,B-,A,B+,B-,B+,A,6.32,11.37%,46.75%,171.8,9.47%,3.96%
VFQY,Vanguard U.S. Quality Factor ETF,Equity,"$228,660,000",6.46%,"11,082",$111.20,-0.12%,No,False,4.48%,4.99%,4.39%,11.47%,7.55%,"$18,280,900.00",$0.00,"-$6,900.00","$35,841,250.00","$173,238,250.00","$209,225,500.00",All Cap Equities,2018-02-13,0.13%,N/A,$1.62,2023-03-23,$0.39,1.46%,12.10,1.08,498,13.17%,40%,20%,1099,$103.65,$110.95,N/A,N/A,60.14,B,A,A-,B-,B,N/A,5.98,5.09%,39.26%,98.68,0.84%,7.01%
